id,latcoord,longcoord
1,53.050958,8.786280
1A,53.050682,8786744
2,53.051299,8.785735
3,53.051674,8.785217
4,53.052006,8.784650
5,53.052210,8.783986
6,53.052386,8.782879
7,53.052622,8.781741
8,53.052629,8.780768
9,53.052489,8.779949
10,53.050046,8.784916
10A,53.050130,8.784612
11,53.050263,8.784487
12,53.050493,8.784142
13,53.050757,8.783808
14,53.050979,8.783424
15,53.051178,8.783050
20,53.051107,8.780216
Heli,53.049100,8.787509
