id,latcoord,longcoord
907,48.348638888889,11.766333333333
G11,48.3539,11.803711111111
G12,48.353688888889,11.803747222222
G13,48.353480555556,11.803783333333
G14,48.353269444444,11.803819444444
G21,48.354280555556,11.804875
G22,48.353944444444,11.804930555556
G23,48.353633333333,11.804986111111
G24,48.353319444444,11.805038888889
M11,48.345886111111,11.758522222222
M12,48.345819444444,11.758866666667
M13,48.345947222222,11.759330555556
M14,48.345880555556,11.759666666667
M15,48.346008333333,11.760133333333
M16,48.345944444444,11.760475
M17,48.346072222222,11.760941666667
M18,48.346383333333,11.761152777778
M19,48.346052777778,11.761213888889
